m_barabasi_albert,red_ratio,mafia_win_rate,num_edges
15,0.23,0.57124,210
15,0.24,0.57448,210
15,0.25,0.57552,210
15,0.26,0.57764,210
15,0.27,0.58004,210
15,0.28,0.58658,210
15,0.29,0.58746,210
15,0.3,0.58914,210
15,0.31,0.58826,210
15,0.32,0.59026,210
15,0.33,0.59508,210
15,0.34,0.59696,210
15,0.35,0.59694,210
15,0.36,0.60064,210
15,0.37,0.59744,210
15,0.38,0.60278,210
15,0.39,0.60058,210
15,0.4,0.6047,210
15,0.41,0.60392,210
15,0.42,0.60802,210
15,0.43,0.6056,210
15,0.44,0.61084,210
15,0.45,0.61178,210
15,0.46,0.6073,210
15,0.47,0.60922,210
15,0.48,0.6107,210
15,0.49,0.61296,210
15,0.5,0.6141,210
15,0.51,0.61076,210
15,0.52,0.61026,210
15,0.53,0.61192,210
15,0.54,0.61256,210
15,0.55,0.6134,210
15,0.56,0.61082,210
15,0.5700000000000001,0.60798,210
15,0.58,0.60924,210
15,0.59,0.60388,210
15,0.6,0.60662,210
15,0.61,0.6083,210
15,0.62,0.60158,210
15,0.63,0.59864,210
15,0.64,0.60492,210
15,0.65,0.59696,210
15,0.66,0.59876,210
15,0.67,0.59184,210
15,0.68,0.5876,210
15,0.6900000000000001,0.5871,210
15,0.7000000000000001,0.58648,210
15,0.71,0.57984,210
15,0.72,0.57626,210
15,0.73,0.57222,210
15,0.74,0.57002,210
15,0.75,0.56564,210
15,0.76,0.56426,210
15,0.77,0.5588,210
15,0.78,0.55288,210
15,0.79,0.54728,210
15,0.8,0.5359,210
15,0.81,0.5358,210
15,0.8200000000000001,0.52822,210
15,0.8300000000000001,0.5282,210
15,0.84,0.5194,210
15,0.85,0.51882,210
15,0.86,0.512,210
15,0.87,0.51178,210
15,0.88,0.50048,210
15,0.89,0.5039,210
15,0.9,0.49538,210
15,0.91,0.49222,210
15,0.92,0.48856,210
15,0.93,0.48614,210
15,0.94,0.48242,210
15,0.95,0.48022,210
15,0.96,0.47902,210
15,0.97,0.4782,210
15,0.98,0.47144,210
15,0.99,0.47098,210
15,1.0,0.4654,210
16,0.01,0.47788,216
16,0.02,0.48268,216
16,0.03,0.48508,216
16,0.04,0.49422,216
16,0.05,0.49294,216
16,0.06,0.49876,216
16,0.07,0.50452,216
16,0.08,0.51072,216
16,0.09,0.50928,216
16,0.1,0.52022,216
16,0.11,0.52318,216
16,0.12,0.5216,216
16,0.13,0.52752,216
16,0.14,0.52918,216
16,0.15,0.53552,216
16,0.16,0.53746,216
16,0.17,0.54508,216
16,0.18,0.54538,216
16,0.19,0.54768,216
16,0.2,0.55436,216
16,0.21,0.5584,216
16,0.22,0.55898,216
16,0.23,0.56172,216
16,0.24,0.56574,216
16,0.25,0.56904,216
16,0.26,0.56808,216
16,0.27,0.56994,216
16,0.28,0.57524,216
16,0.29,0.57486,216
16,0.3,0.57742,216
16,0.31,0.57702,216
16,0.32,0.58066,216
16,0.33,0.58742,216
16,0.34,0.58586,216
16,0.35,0.58954,216
16,0.36,0.592,216
16,0.37,0.59386,216
16,0.38,0.59604,216
16,0.39,0.59664,216
16,0.4,0.59458,216
16,0.41,0.59818,216
16,0.42,0.60092,216
16,0.43,0.60186,216
16,0.44,0.60018,216
16,0.45,0.60566,216
16,0.46,0.60376,216
16,0.47,0.60116,216
16,0.48,0.60438,216
16,0.49,0.59988,216
16,0.5,0.60532,216
16,0.51,0.6051,216
16,0.52,0.60422,216
16,0.53,0.60312,216
16,0.54,0.60512,216
16,0.55,0.60172,216
16,0.56,0.60208,216
16,0.5700000000000001,0.60278,216
16,0.58,0.60082,216
16,0.59,0.59936,216
16,0.6,0.59486,216
16,0.61,0.59308,216
16,0.62,0.59312,216
16,0.63,0.5897,216
16,0.64,0.58956,216
16,0.65,0.58592,216
16,0.66,0.58062,216
16,0.67,0.58068,216
16,0.68,0.5808,216
16,0.6900000000000001,0.57352,216
16,0.7000000000000001,0.57024,216
16,0.71,0.5658,216
16,0.72,0.55942,216
16,0.73,0.55608,216
16,0.74,0.55344,216
16,0.75,0.54388,216
16,0.76,0.54786,216
16,0.77,0.54142,216
16,0.78,0.5374,216
16,0.79,0.53048,216
16,0.8,0.52268,216
16,0.81,0.5258,216
16,0.8200000000000001,0.52046,216
16,0.8300000000000001,0.5158,216
16,0.84,0.51252,216
16,0.85,0.50738,216
16,0.86,0.5029,216
16,0.87,0.49674,216
16,0.88,0.49104,216
16,0.89,0.48894,216
16,0.9,0.48582,216
16,0.91,0.48522,216
16,0.92,0.48234,216
16,0.93,0.4818,216
16,0.94,0.47644,216
16,0.95,0.47766,216
16,0.96,0.47286,216
16,0.97,0.4768,216
16,0.98,0.46934,216
16,0.99,0.4722,216
16,1.0,0.46938,216
17,0.01,0.47162,221
17,0.02,0.47558,221
17,0.03,0.47896,221
17,0.04,0.48888,221
17,0.05,0.48544,221
17,0.06,0.49522,221
17,0.07,0.4966,221
17,0.08,0.49782,221
17,0.09,0.50402,221
17,0.1,0.50576,221
17,0.11,0.50842,221
17,0.12,0.51518,221
17,0.13,0.52036,221
17,0.14,0.51932,221
17,0.15,0.5256,221
17,0.16,0.52358,221
17,0.17,0.5345,221
17,0.18,0.53508,221
17,0.19,0.53942,221
17,0.2,0.53996,221
17,0.21,0.54328,221
17,0.22,0.54814,221
17,0.23,0.55118,221
17,0.24,0.55424,221
17,0.25,0.55762,221
17,0.26,0.55604,221
17,0.27,0.55812,221
17,0.28,0.5636,221
17,0.29,0.5655,221
17,0.3,0.57344,221
17,0.31,0.56794,221
17,0.32,0.57206,221
17,0.33,0.5761,221
17,0.34,0.56914,221
17,0.35,0.5804,221
17,0.36,0.58194,221
17,0.37,0.58576,221
17,0.38,0.58532,221
17,0.39,0.5882,221
17,0.4,0.5831,221
17,0.41,0.58458,221
17,0.42,0.5902,221
17,0.43,0.59074,221
17,0.44,0.58636,221
17,0.45,0.59416,221
17,0.46,0.58814,221
17,0.47,0.59284,221
17,0.48,0.59564,221
17,0.49,0.59244,221
17,0.5,0.59394,221
17,0.51,0.59592,221
17,0.52,0.5881,221
17,0.53,0.59408,221
17,0.54,0.5909,221
17,0.55,0.59416,221
17,0.56,0.59078,221
17,0.5700000000000001,0.5874,221
17,0.58,0.58472,221
17,0.59,0.58534,221
17,0.6,0.57966,221
17,0.61,0.58482,221
17,0.62,0.58118,221
17,0.63,0.57494,221
17,0.64,0.5683,221
17,0.65,0.57014,221
17,0.66,0.56148,221
17,0.67,0.56916,221
17,0.68,0.56524,221
17,0.6900000000000001,0.56198,221
17,0.7000000000000001,0.55788,221
17,0.71,0.54788,221
17,0.72,0.54622,221
17,0.73,0.53964,221
17,0.74,0.54172,221
17,0.75,0.53772,221
17,0.76,0.532,221
17,0.77,0.52372,221
17,0.78,0.522,221
17,0.79,0.51726,221
17,0.8,0.51256,221
17,0.81,0.51352,221
17,0.8200000000000001,0.50718,221
17,0.8300000000000001,0.50254,221
17,0.84,0.49788,221
17,0.85,0.494,221
17,0.86,0.48998,221
17,0.87,0.49208,221
17,0.88,0.48502,221
17,0.89,0.48266,221
17,0.9,0.48208,221
17,0.91,0.48502,221
17,0.92,0.47852,221
17,0.93,0.47738,221
17,0.94,0.4736,221
17,0.95,0.47802,221
17,0.96,0.47696,221
17,0.97,0.4759,221
17,0.98,0.47866,221
17,0.99,0.47544,221
17,1.0,0.47346,221
18,0.01,0.46862,225
18,0.02,0.47132,225
18,0.03,0.47458,225
18,0.04,0.47908,225
18,0.05,0.48738,225
18,0.06,0.48532,225
18,0.07,0.49182,225
18,0.08,0.49026,225
18,0.09,0.49458,225
18,0.1,0.49858,225
18,0.11,0.5003,225
18,0.12,0.50696,225
18,0.13,0.50536,225
18,0.14,0.51504,225
18,0.15,0.50942,225
18,0.16,0.51394,225
18,0.17,0.52346,225
18,0.18,0.52038,225
18,0.19,0.5244,225
18,0.2,0.5312,225
18,0.21,0.53622,225
18,0.22,0.53396,225
18,0.23,0.53496,225
18,0.24,0.54556,225
18,0.25,0.5422,225
18,0.26,0.54742,225
18,0.27,0.55052,225
18,0.28,0.54868,225
18,0.29,0.55014,225
18,0.3,0.55604,225
18,0.31,0.55852,225
18,0.32,0.55852,225
18,0.33,0.56098,225
18,0.34,0.56208,225
18,0.35,0.56406,225
18,0.36,0.5649,225
18,0.37,0.57264,225
18,0.38,0.571,225
18,0.39,0.5756,225
18,0.4,0.57152,225
18,0.41,0.57632,225
18,0.42,0.5795,225
18,0.43,0.57286,225
18,0.44,0.5769,225
18,0.45,0.57882,225
18,0.46,0.57904,225
18,0.47,0.57828,225
18,0.48,0.57938,225
18,0.49,0.58012,225
18,0.5,0.5778,225
18,0.51,0.57798,225
18,0.52,0.5798,225
18,0.53,0.57616,225
18,0.54,0.57872,225
18,0.55,0.5786,225
18,0.56,0.57044,225
18,0.5700000000000001,0.57536,225
18,0.58,0.57364,225
18,0.59,0.57164,225
18,0.6,0.56578,225
18,0.61,0.56476,225
18,0.62,0.56588,225
18,0.63,0.56024,225
18,0.64,0.55844,225
18,0.65,0.56136,225
18,0.66,0.5542,225
18,0.67,0.54962,225
18,0.68,0.5462,225
18,0.6900000000000001,0.54172,225
18,0.7000000000000001,0.54012,225
18,0.71,0.53708,225
18,0.72,0.5344,225
18,0.73,0.52828,225
18,0.74,0.52446,225
18,0.75,0.51722,225
18,0.76,0.51694,225
18,0.77,0.51174,225
18,0.78,0.5037,225
18,0.79,0.5072,225
18,0.8,0.50312,225
18,0.81,0.50032,225
18,0.8200000000000001,0.49444,225
18,0.8300000000000001,0.49678,225
18,0.84,0.4919,225
18,0.85,0.48772,225
18,0.86,0.49096,225
18,0.87,0.48392,225
18,0.88,0.48442,225
18,0.89,0.48212,225
18,0.9,0.48624,225
18,0.91,0.48516,225
18,0.92,0.4824,225
18,0.93,0.4822,225
18,0.94,0.48092,225
18,0.95,0.47864,225
18,0.96,0.4787,225
18,0.97,0.47982,225
18,0.98,0.4761,225
18,0.99,0.47746,225
18,1.0,0.47718,225
19,0.01,0.46628,228
19,0.02,0.4666,228
19,0.03,0.4725,228
19,0.04,0.4744,228
19,0.05,0.4709,228
19,0.06,0.47658,228
19,0.07,0.47722,228
19,0.08,0.48248,228
19,0.09,0.48636,228
19,0.1,0.48656,228
19,0.11,0.48964,228
19,0.12,0.49014,228
19,0.13,0.49348,228
19,0.14,0.4976,228
19,0.15,0.50136,228
19,0.16,0.51042,228
19,0.17,0.50418,228
19,0.18,0.511,228
19,0.19,0.51444,228
19,0.2,0.51534,228
19,0.21,0.51408,228
19,0.22,0.51536,228
19,0.23,0.525,228
19,0.24,0.52078,228
19,0.25,0.53054,228
19,0.26,0.52582,228
19,0.27,0.53018,228
19,0.28,0.5316,228
19,0.29,0.53954,228
19,0.3,0.54058,228
19,0.31,0.54044,228
19,0.32,0.54242,228
19,0.33,0.5428,228
19,0.34,0.547,228
19,0.35,0.54786,228
19,0.36,0.54892,228
19,0.37,0.55262,228
19,0.38,0.55306,228
19,0.39,0.55398,228
19,0.4,0.55418,228
19,0.41,0.56224,228
19,0.42,0.55998,228
19,0.43,0.55924,228
19,0.44,0.56512,228
19,0.45,0.56332,228
19,0.46,0.55992,228
19,0.47,0.5651,228
19,0.48,0.56174,228
19,0.49,0.56014,228
19,0.5,0.55954,228
19,0.51,0.56356,228
19,0.52,0.56242,228
19,0.53,0.56332,228
19,0.54,0.56116,228
19,0.55,0.55842,228
19,0.56,0.5625,228
19,0.5700000000000001,0.5533,228
19,0.58,0.55878,228
19,0.59,0.55586,228
19,0.6,0.55476,228
19,0.61,0.55308,228
19,0.62,0.54696,228
19,0.63,0.5458,228
19,0.64,0.54226,228
19,0.65,0.5371,228
19,0.66,0.5412,228
19,0.67,0.53046,228
19,0.68,0.53102,228
19,0.6900000000000001,0.52556,228
19,0.7000000000000001,0.52256,228
19,0.71,0.51722,228
19,0.72,0.51324,228
19,0.73,0.51138,228
19,0.74,0.50974,228
19,0.75,0.50732,228
19,0.76,0.50202,228
19,0.77,0.50618,228
19,0.78,0.50102,228
19,0.79,0.49362,228
19,0.8,0.49974,228
19,0.81,0.48962,228
19,0.8200000000000001,0.4946,228
19,0.8300000000000001,0.48734,228
19,0.84,0.48702,228
19,0.85,0.48996,228
19,0.86,0.48512,228
19,0.87,0.48504,228
19,0.88,0.48852,228
19,0.89,0.48844,228
19,0.9,0.48544,228
19,0.91,0.48978,228
19,0.92,0.48574,228
19,0.93,0.48244,228
19,0.94,0.4838,228
19,0.95,0.48978,228
19,0.96,0.4839,228
19,0.97,0.47962,228
19,0.98,0.48148,228
19,0.99,0.48142,228
19,1.0,0.47954,228
20,0.01,0.4628,230
20,0.02,0.46112,230
20,0.03,0.46872,230
20,0.04,0.46912,230
20,0.05,0.47394,230
20,0.06,0.4742,230
20,0.07,0.46908,230
20,0.08,0.47984,230
20,0.09,0.4743,230
20,0.1,0.47712,230
20,0.11,0.48218,230
20,0.12,0.48126,230
20,0.13,0.4885,230
20,0.14,0.49012,230
20,0.15,0.49602,230
20,0.16,0.49384,230
20,0.17,0.49416,230
20,0.18,0.4965,230
20,0.19,0.50186,230
20,0.2,0.50372,230
20,0.21,0.50366,230
20,0.22,0.50408,230
20,0.23,0.50968,230
20,0.24,0.5104,230
20,0.25,0.5153,230
20,0.26,0.51338,230
20,0.27,0.51414,230
20,0.28,0.5179,230
20,0.29,0.5207,230
20,0.3,0.5262,230
20,0.31,0.5203,230
20,0.32,0.5249,230
20,0.33,0.53044,230
20,0.34,0.52662,230
20,0.35,0.53356,230
20,0.36,0.53334,230
20,0.37,0.53096,230
20,0.38,0.5379,230
20,0.39,0.54066,230
20,0.4,0.53524,230
20,0.41,0.54174,230
20,0.42,0.53986,230
20,0.43,0.53944,230
20,0.44,0.54136,230
20,0.45,0.54118,230
20,0.46,0.54636,230
20,0.47,0.53926,230
20,0.48,0.54038,230
20,0.49,0.54386,230
20,0.5,0.54424,230
20,0.51,0.54706,230
20,0.52,0.54802,230
20,0.53,0.54326,230
20,0.54,0.54454,230
20,0.55,0.54566,230
20,0.56,0.5372,230
20,0.5700000000000001,0.53898,230
20,0.58,0.53788,230
20,0.59,0.53398,230
20,0.6,0.52716,230
20,0.61,0.53026,230
20,0.62,0.52952,230
20,0.63,0.52648,230
20,0.64,0.52726,230
20,0.65,0.52156,230
20,0.66,0.51694,230
20,0.67,0.51784,230
20,0.68,0.5105,230
20,0.6900000000000001,0.51382,230
20,0.7000000000000001,0.50176,230
20,0.71,0.50878,230
20,0.72,0.5032,230
20,0.73,0.50086,230
20,0.74,0.50142,230
20,0.75,0.4994,230
20,0.76,0.49544,230
20,0.77,0.49666,230
20,0.78,0.49352,230
20,0.79,0.49348,230
20,0.8,0.49394,230
20,0.81,0.4884,230
20,0.8200000000000001,0.48844,230
20,0.8300000000000001,0.48814,230
20,0.84,0.49022,230
20,0.85,0.48778,230
20,0.86,0.48922,230
20,0.87,0.4875,230
20,0.88,0.48822,230
20,0.89,0.48988,230
20,0.9,0.48636,230
20,0.91,0.48696,230
20,0.92,0.48378,230
20,0.93,0.48968,230
20,0.94,0.48682,230
20,0.95,0.48076,230
20,0.96,0.48632,230
20,0.97,0.4858,230
20,0.98,0.48548,230
20,0.99,0.48564,230
20,1.0,0.48954,230
21,0.01,0.47472,231
21,0.02,0.47194,231
21,0.03,0.47072,231
21,0.04,0.47388,231
21,0.05,0.47514,231
21,0.06,0.4738,231
21,0.07,0.47762,231
21,0.08,0.47336,231
21,0.09,0.47234,231
21,0.1,0.47272,231
21,0.11,0.47542,231
21,0.12,0.48082,231
21,0.13,0.48026,231
21,0.14,0.47966,231
21,0.15,0.4824,231
21,0.16,0.4877,231
21,0.17,0.4873,231
21,0.18,0.48488,231
21,0.19,0.48208,231
21,0.2,0.4902,231
21,0.21,0.48856,231
21,0.22,0.49266,231
21,0.23,0.49294,231
21,0.24,0.4972,231
21,0.25,0.49928,231
21,0.26,0.50398,231
21,0.27,0.49752,231
21,0.28,0.49868,231
21,0.29,0.50622,231
21,0.3,0.50488,231
21,0.31,0.50614,231
21,0.32,0.50462,231
21,0.33,0.50376,231
21,0.34,0.51182,231
21,0.35,0.50922,231
21,0.36,0.51074,231
21,0.37,0.50894,231
21,0.38,0.51346,231
21,0.39,0.51436,231
21,0.4,0.51692,231
21,0.41,0.51928,231
21,0.42,0.51646,231
21,0.43,0.52224,231
21,0.44,0.51838,231
21,0.45,0.5207,231
21,0.46,0.51738,231
21,0.47,0.5209,231
21,0.48,0.52644,231
21,0.49,0.52724,231
21,0.5,0.52602,231
21,0.51,0.52488,231
21,0.52,0.52792,231
21,0.53,0.52356,231
21,0.54,0.52694,231
21,0.55,0.53144,231
21,0.56,0.52432,231
21,0.5700000000000001,0.52532,231
21,0.58,0.52224,231
21,0.59,0.5218,231
21,0.6,0.51726,231
21,0.61,0.52148,231
21,0.62,0.508,231
21,0.63,0.51082,231
21,0.64,0.5058,231
21,0.65,0.50914,231
21,0.66,0.51074,231
21,0.67,0.4971,231
21,0.68,0.4944,231
21,0.6900000000000001,0.49646,231
21,0.7000000000000001,0.49576,231
21,0.71,0.49498,231
21,0.72,0.49462,231
21,0.73,0.49294,231
21,0.74,0.49188,231
21,0.75,0.4936,231
21,0.76,0.49262,231
21,0.77,0.48828,231
21,0.78,0.48726,231
21,0.79,0.4896,231
21,0.8,0.49392,231
21,0.81,0.49332,231
21,0.8200000000000001,0.4902,231
21,0.8300000000000001,0.4915,231
21,0.84,0.49114,231
21,0.85,0.49252,231
21,0.86,0.49144,231
21,0.87,0.48814,231
21,0.88,0.49364,231
21,0.89,0.49262,231
21,0.9,0.48826,231
21,0.91,0.49198,231
21,0.92,0.48718,231
21,0.93,0.4911,231
21,0.94,0.48936,231
21,0.95,0.4924,231
21,0.96,0.48948,231
21,0.97,0.49204,231
21,0.98,0.48974,231
21,0.99,0.48964,231
21,1.0,0.4932,231
